id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
194,c85bc1d8,High,Closed,Software,VPN problem,Frank to resolve VPN problem in Software.,8/23/2024,,Frank,2024-08-23T05:45:00
195,312ef5a9,Low,Open,Access,Login issue,Alice to resolve Login issue in Access.,6/2/2024,6/2/2024,Alice,2024-06-02T06:56:00
196,3fa3d034,High,Open,Network,Computer slow,Network - Computer slow. Priority: High.,8/6/2024,,Bob,2024-08-06T06:06:00
197,48adbde7,Medium,In Progress,Access,VPN problem,Medium - VPN problem. Assigned: Eve.,9/29/2024,9/29/2024,Eve,2024-09-29T16:29:00
198,4111c2ff,Low,Resolved,Network,Computer slow,Low - Computer slow. Assigned: Eve.,8/5/2024,8/7/2024,Eve,2024-08-05T17:28:00
199,f7c4c06b,Low,In Progress,Access,Login issue,Help Carol with Login issue (Access).,1/28/2024,2/2/2024,Carol,2024-01-28T23:37:00
200,814bc2c5,Medium,Open,Network,VPN problem,Network - VPN problem. Priority: Medium.,5/30/2024,,David,2024-05-30T15:41:00
201,eaa10c5a,Low,Open,Software,VPN problem,VPN problem — Software ticket assigned to Alice.,9/20/2024,9/23/2024,Alice,2024-09-20T16:22:00
202,e98668a9,Low,Closed,Hardware,Software install request,Software install request (Hardware) — ticket e98668a9.,10/8/2024,,Bob,2024-10-08T07:47:00
203,138b02a4,High,Closed,Security,Software install request,Software install request reported; Eve handling; High.,10/17/2024,,Eve,2024-10-17T07:42:00
204,2834d635,Critical,Open,Access,VPN problem,VPN problem (Access) — ticket 2834d635.,10/26/2024,10/31/2024,David,2024-10-26T20:19:00
205,272d1f4a,Critical,Closed,Software,Computer slow,Computer slow (Software) — ticket 272d1f4a.,2/2/2024,2/11/2024,Carol,2024-02-02T10:55:00
206,d836a7a8,Low,Resolved,Hardware,Email not working,Help David with Email not working (Hardware).,7/19/2024,7/19/2024,David,2024-07-19T04:38:00
207,6d6bc1df,Critical,Resolved,Hardware,VPN problem,Critical priority: VPN problem (Hardware).,9/30/2024,10/7/2024,David,2024-09-30T08:57:00
208,ed21ab6d,High,In Progress,Security,Software install request,Software install request; Security; assigned Eve.,2/14/2024,,Eve,2024-02-14T08:07:00
209,2785393f,High,Resolved,Hardware,VPN problem,VPN problem — Hardware ticket assigned to Alice.,6/9/2024,6/19/2024,Alice,2024-06-09T13:01:00
210,7101709c,Critical,Closed,Access,Email not working,Email not working — Access ticket assigned to Bob.,2/4/2024,,Bob,2024-02-04T09:37:00
211,32c9931f,Low,In Progress,Software,Login issue,Low - Login issue. Assigned: David.,9/12/2024,9/20/2024,David,2024-09-12T02:58:00
212,9a8e5db8,Low,In Progress,Security,VPN problem,VPN problem; Security; assigned Alice.,3/25/2024,3/26/2024,Alice,2024-03-25T15:22:00
213,e591f2fe,Critical,Closed,Software,Login issue,Login issue; Software; assigned David.,6/21/2024,6/29/2024,David,2024-06-21T22:35:00
214,266a3790,Medium,In Progress,Network,Login issue,Login issue reported; Alice handling; Medium.,7/14/2024,7/25/2024,Alice,2024-07-14T02:37:00
215,4395a743,Low,In Progress,Security,Computer slow,Low - Computer slow. Assigned: Grace.,7/13/2024,7/18/2024,Grace,2024-07-13T02:33:00
216,e7e08409,Low,Closed,Network,Computer slow,Low priority: Computer slow (Network).,5/17/2024,5/23/2024,Frank,2024-05-17T09:38:00
217,552011be,High,Resolved,Security,Software install request,Help Frank with Software install request (Security).,1/7/2024,,Frank,2024-01-07T08:09:00
218,828b7024,Medium,In Progress,Security,VPN problem,VPN problem; Security; assigned Bob.,4/25/2024,5/4/2024,Bob,2024-04-25T14:31:00
219,3c9ad09a,Low,In Progress,Hardware,Computer slow,Computer slow; Hardware; assigned Bob.,4/23/2024,4/28/2024,Bob,2024-04-23T00:17:00
220,ebd3609e,High,In Progress,Access,VPN problem,VPN problem — Access ticket assigned to Eve.,1/7/2024,1/12/2024,Eve,2024-01-07T00:55:00
221,85d406c5,Medium,Resolved,Software,Software install request,Medium priority: Software install request (Software).,1/28/2024,1/29/2024,Eve,2024-01-28T19:42:00
222,739ab575,Medium,Closed,Access,Email not working,Access issue: Email not working — see ticket 739ab575.,3/9/2024,3/16/2024,Bob,2024-03-09T08:26:00
223,b0ac2088,Low,Resolved,Access,Software install request,Software install request — Access ticket assigned to Carol.,9/10/2024,9/12/2024,Carol,2024-09-10T00:34:00
224,41319182,Low,In Progress,Software,Email not working,Software issue: Email not working — see ticket 41319182.,1/5/2024,1/7/2024,Alice,2024-01-05T19:19:00
225,d096ac2c,Medium,Closed,Access,VPN problem,Medium priority: VPN problem (Access).,7/9/2024,7/18/2024,Grace,2024-07-09T17:22:00
226,f1ce4281,Medium,Closed,Security,VPN problem,Help Bob with VPN problem (Security).,1/27/2024,2/5/2024,Bob,2024-01-27T19:01:00
227,f55c82dd,Medium,In Progress,Software,VPN problem,VPN problem; Software; assigned Grace.,8/14/2024,8/16/2024,Grace,2024-08-14T09:35:00
228,0ef023a9,High,In Progress,Access,Email not working,Access - Email not working. Priority: High.,9/9/2024,9/17/2024,Grace,2024-09-09T07:38:00
229,1fe91796,Medium,Resolved,Security,VPN problem,Security - VPN problem. Priority: Medium.,1/19/2024,1/23/2024,Frank,2024-01-19T08:01:00
230,9dfe0401,Medium,Open,Software,Login issue,Software issue: Login issue — see ticket 9dfe0401.,5/20/2024,5/29/2024,Alice,2024-05-20T19:41:00
231,a88d25be,High,Open,Hardware,VPN problem,VPN problem — Hardware ticket assigned to Alice.,7/2/2024,7/3/2024,Alice,2024-07-02T12:59:00
232,79cf1f11,Medium,Open,Hardware,Email not working,Email not working — Hardware ticket assigned to David.,7/23/2024,7/24/2024,David,2024-07-23T04:38:00
233,6e9f0ef8,Low,Closed,Software,VPN problem,VPN problem — Software ticket assigned to Alice.,9/27/2024,9/29/2024,Alice,2024-09-27T16:27:00
234,5e5f28e6,High,Open,Network,Email not working,Network issue: Email not working — see ticket 5e5f28e6.,1/10/2024,1/17/2024,David,2024-01-10T12:09:00
235,3680f32a,Low,Open,Hardware,Login issue,Login issue — Hardware ticket assigned to Frank.,6/12/2024,,Frank,2024-06-12T00:11:00
236,b441ff2a,Medium,In Progress,Software,Login issue,Medium - Login issue. Assigned: Bob.,4/20/2024,,Bob,2024-04-20T18:15:00
237,44cc1c39,Critical,Open,Software,Computer slow,Computer slow (Software) — ticket 44cc1c39.,6/24/2024,7/2/2024,Alice,2024-06-24T00:05:00
238,677f1401,Low,Closed,Hardware,Email not working,Alice to resolve Email not working in Hardware.,1/26/2024,2/2/2024,Alice,2024-01-26T00:48:00
239,90e5c018,Medium,Resolved,Software,VPN problem,VPN problem; Software; assigned Grace.,1/2/2024,1/3/2024,Grace,2024-01-02T09:04:00
240,d7a56fab,Medium,Open,Network,Software install request,Software install request (Network) — ticket d7a56fab.,10/15/2024,10/23/2024,Frank,2024-10-15T10:14:00
241,6ec3d429,Medium,In Progress,Security,Email not working,Help Grace with Email not working (Security).,9/2/2024,9/8/2024,Grace,2024-09-02T10:05:00
242,684bc0f0,Critical,Open,Hardware,Computer slow,Critical - Computer slow. Assigned: Carol.,6/1/2024,6/10/2024,Carol,2024-06-01T02:20:00
243,cc623df6,High,Open,Software,Email not working,Software - Email not working. Priority: High.,3/11/2024,,Grace,2024-03-11T15:18:00
244,6d1a504f,Low,In Progress,Hardware,Email not working,Email not working (Hardware) — ticket 6d1a504f.,2/26/2024,,Eve,2024-02-26T04:44:00
245,5b33e68a,Medium,Closed,Software,Computer slow,Computer slow; Software; assigned Carol.,1/16/2024,1/19/2024,Carol,2024-01-16T01:25:00
246,7ae3cfb7,Low,In Progress,Software,Software install request,Low - Software install request. Assigned: Grace.,10/19/2024,,Grace,2024-10-19T17:05:00
247,47e476e5,Medium,Closed,Hardware,Computer slow,Computer slow reported; Bob handling; Medium.,2/13/2024,,Bob,2024-02-13T04:40:00
248,0692443d,Medium,In Progress,Access,VPN problem,Help Alice with VPN problem (Access).,1/14/2024,1/15/2024,Alice,2024-01-14T14:09:00
249,e6875d03,High,Open,Access,Email not working,Email not working; Access; assigned Alice.,6/3/2024,6/8/2024,Alice,2024-06-03T02:46:00
250,97b3f690,Medium,In Progress,Access,Email not working,Email not working; Access; assigned Bob.,3/27/2024,3/30/2024,Bob,2024-03-27T22:23:00
251,34efcd8c,Low,In Progress,Network,Email not working,Email not working reported; Grace handling; Low.,2/27/2024,,Grace,2024-02-27T14:56:00
252,a6d2dd96,High,Resolved,Access,Login issue,Help Eve with Login issue (Access).,2/25/2024,,Eve,2024-02-25T23:41:00
253,b9324d7b,Low,Closed,Access,Software install request,Software install request; Access; assigned Grace.,9/28/2024,10/1/2024,Grace,2024-09-28T11:01:00
254,bbebbf05,Low,Resolved,Hardware,Login issue,Help Bob with Login issue (Hardware).,6/23/2024,6/25/2024,Bob,2024-06-23T11:14:00
255,e4ffa227,Critical,In Progress,Network,VPN problem,VPN problem — Network ticket assigned to Bob.,5/11/2024,5/14/2024,Bob,2024-05-11T04:13:00
256,d9aa8649,Low,In Progress,Software,Computer slow,Software - Computer slow. Priority: Low.,5/9/2024,5/19/2024,Eve,2024-05-09T19:17:00
257,b084c3c1,Critical,Closed,Software,VPN problem,Software - VPN problem. Priority: Critical.,2/28/2024,3/7/2024,Bob,2024-02-28T02:09:00
258,0b891ebc,Medium,Resolved,Network,Email not working,Email not working; Network; assigned Grace.,6/20/2024,6/22/2024,Grace,2024-06-20T13:07:00
259,a2a79f3d,Critical,Closed,Hardware,Computer slow,Critical - Computer slow. Assigned: Alice.,5/25/2024,5/28/2024,Alice,2024-05-25T12:03:00
260,8044e791,Critical,In Progress,Hardware,Login issue,Hardware - Login issue. Priority: Critical.,1/27/2024,2/6/2024,Alice,2024-01-27T22:14:00
261,0aa52aff,Medium,Closed,Software,Software install request,Software install request (Software) — ticket 0aa52aff.,10/26/2024,11/4/2024,Bob,2024-10-26T09:40:00
262,a74560b2,Low,Open,Access,Computer slow,Computer slow (Access) — ticket a74560b2.,9/14/2024,9/21/2024,David,2024-09-14T08:57:00
263,b53441cc,Medium,Resolved,Software,Computer slow,Computer slow; Software; assigned Eve.,1/4/2024,,Eve,2024-01-04T09:34:00
264,7ff7d610,Low,Resolved,Network,Computer slow,Help Alice with Computer slow (Network).,10/24/2024,10/30/2024,Alice,2024-10-24T00:54:00
265,a741232f,Low,Resolved,Hardware,Computer slow,Computer slow reported; Alice handling; Low.,5/18/2024,5/20/2024,Alice,2024-05-18T06:34:00
266,f4ec5ac2,Medium,Open,Access,Software install request,Medium - Software install request. Assigned: Frank.,3/26/2024,4/2/2024,Frank,2024-03-26T16:28:00
267,46bbcc51,High,Closed,Access,Email not working,Help Frank with Email not working (Access).,5/9/2024,,Frank,2024-05-09T19:09:00
268,68dbbd15,High,Closed,Software,Login issue,High - Login issue. Assigned: Alice.,8/10/2024,,Alice,2024-08-10T03:49:00
269,7907cf8b,High,Resolved,Security,VPN problem,High - VPN problem. Assigned: David.,5/3/2024,5/10/2024,David,2024-05-03T06:42:00
270,80fc5d3d,High,Resolved,Access,VPN problem,VPN problem reported; David handling; High.,9/21/2024,9/26/2024,David,2024-09-21T04:19:00
271,eff9f235,Medium,Closed,Security,Login issue,Help David with Login issue (Security).,10/2/2024,,David,2024-10-02T10:11:00
272,1b1b56e3,High,Closed,Access,Computer slow,Help Carol with Computer slow (Access).,2/16/2024,2/23/2024,Carol,2024-02-16T13:37:00
273,582d9b3e,High,In Progress,Network,Software install request,Software install request reported; Carol handling; High.,4/22/2024,,Carol,2024-04-22T16:15:00
274,e43e7e53,Critical,Resolved,Security,VPN problem,Help Alice with VPN problem (Security).,6/29/2024,,Alice,2024-06-29T07:46:00
275,a9a8c9ff,Medium,Open,Hardware,Email not working,Help Bob with Email not working (Hardware).,6/27/2024,,Bob,2024-06-27T17:34:00
276,e84f5828,Low,Closed,Software,Computer slow,Computer slow; Software; assigned Frank.,10/19/2024,,Frank,2024-10-19T04:52:00
277,93b84226,Low,Resolved,Security,Computer slow,Computer slow; Security; assigned Eve.,1/21/2024,1/26/2024,Eve,2024-01-21T02:51:00
278,c700e15d,Low,Closed,Hardware,Login issue,Login issue; Hardware; assigned Carol.,10/24/2024,,Carol,2024-10-24T15:01:00
279,42598d75,Medium,Closed,Network,Software install request,Software install request — Network ticket assigned to Bob.,9/5/2024,9/13/2024,Bob,2024-09-05T19:52:00
280,9fe5a1c7,Medium,In Progress,Security,Email not working,Medium - Email not working. Assigned: David.,1/5/2024,1/8/2024,David,2024-01-05T12:13:00
281,57749994,Low,Resolved,Security,Software install request,Eve to resolve Software install request in Security.,6/11/2024,6/17/2024,Eve,2024-06-11T11:57:00
282,fd2a3861,Medium,Closed,Software,VPN problem,VPN problem — Software ticket assigned to Frank.,9/19/2024,9/26/2024,Frank,2024-09-19T22:57:00
283,ddf0a3d0,Low,Resolved,Network,Email not working,Email not working — Network ticket assigned to Carol.,4/10/2024,,Carol,2024-04-10T12:08:00
284,5eeba319,Medium,In Progress,Network,VPN problem,Grace to resolve VPN problem in Network.,10/12/2024,,Grace,2024-10-12T19:01:00
285,44166277,Critical,Open,Software,Computer slow,Software issue: Computer slow — see ticket 44166277.,7/5/2024,7/7/2024,Alice,2024-07-05T04:33:00
286,4b98bb84,Critical,Resolved,Software,VPN problem,Software issue: VPN problem — see ticket 4b98bb84.,7/28/2024,7/31/2024,Carol,2024-07-28T20:06:00
287,502187ff,High,Open,Network,Login issue,Login issue — Network ticket assigned to Eve.,6/29/2024,,Eve,2024-06-29T18:20:00
288,a7b8ca25,Medium,In Progress,Software,Software install request,Software install request reported; Grace handling; Medium.,8/1/2024,8/10/2024,Grace,2024-08-01T06:37:00
289,c4a3ef0a,Critical,Closed,Network,VPN problem,VPN problem reported; Carol handling; Critical.,3/14/2024,,Carol,2024-03-14T17:16:00
290,aab3a2c6,Medium,In Progress,Hardware,Email not working,Hardware - Email not working. Priority: Medium.,2/9/2024,2/14/2024,Eve,2024-02-09T14:38:00
291,96a1293c,Low,Resolved,Hardware,Email not working,Email not working — Hardware ticket assigned to David.,7/18/2024,7/20/2024,David,2024-07-18T16:13:00
292,14ab92a2,High,Resolved,Network,VPN problem,Network issue: VPN problem — see ticket 14ab92a2.,3/4/2024,3/7/2024,Frank,2024-03-04T21:17:00
293,c04b23ed,High,In Progress,Security,Computer slow,Computer slow — Security ticket assigned to David.,1/30/2024,2/8/2024,David,2024-01-30T14:25:00
294,d446e18d,Medium,Open,Network,Login issue,Network - Login issue. Priority: Medium.,4/7/2024,4/13/2024,Grace,2024-04-07T18:04:00
295,4183813d,Low,Open,Hardware,Software install request,Help Bob with Software install request (Hardware).,2/7/2024,2/9/2024,Bob,2024-02-07T07:25:00
296,27c89abc,Critical,In Progress,Software,VPN problem,VPN problem; Software; assigned David.,10/20/2024,10/26/2024,David,2024-10-20T05:01:00
297,549bc921,Medium,In Progress,Software,Email not working,Medium priority: Email not working (Software).,10/27/2024,,Carol,2024-10-27T09:51:00
298,bf87d19a,High,Open,Access,Email not working,Access issue: Email not working — see ticket bf87d19a.,9/14/2024,,Bob,2024-09-14T19:32:00
299,000dbe25,Critical,Open,Access,Login issue,Critical - Login issue. Assigned: Carol.,8/23/2024,8/29/2024,Carol,2024-08-23T16:05:00
300,b2aa63f3,Medium,In Progress,Access,VPN problem,Help Eve with VPN problem (Access).,5/1/2024,,Eve,2024-05-01T02:23:00
301,602c6b53,High,Closed,Hardware,Login issue,Login issue — Hardware ticket assigned to Alice.,6/15/2024,6/25/2024,Alice,2024-06-15T05:44:00
302,fb676add,Critical,Open,Security,VPN problem,Help Alice with VPN problem (Security).,6/4/2024,6/11/2024,Alice,2024-06-04T13:49:00
303,a44e1bce,High,Resolved,Security,VPN problem,Security - VPN problem. Priority: High.,3/17/2024,3/27/2024,David,2024-03-17T10:44:00
304,b435d6d1,Low,Resolved,Security,Login issue,Login issue reported; Grace handling; Low.,10/6/2024,10/6/2024,Grace,2024-10-06T00:54:00
305,6867417d,Critical,Open,Network,Software install request,Critical priority: Software install request (Network).,8/11/2024,,Frank,2024-08-11T21:21:00
306,ed8dc945,Medium,Resolved,Access,VPN problem,David to resolve VPN problem in Access.,1/20/2024,1/26/2024,David,2024-01-20T22:19:00
307,81b71026,Medium,Resolved,Access,Email not working,Access - Email not working. Priority: Medium.,3/22/2024,3/26/2024,Eve,2024-03-22T10:41:00
308,511d2332,Medium,Open,Network,Email not working,Email not working; Network; assigned David.,8/30/2024,9/8/2024,David,2024-08-30T00:24:00
309,ab6d0ebe,Critical,Open,Network,Login issue,Network issue: Login issue — see ticket ab6d0ebe.,5/16/2024,,Alice,2024-05-16T13:01:00
310,063c8156,High,In Progress,Access,Computer slow,High priority: Computer slow (Access).,1/3/2024,,David,2024-01-03T04:46:00
311,02346ec1,Medium,Open,Access,Login issue,Login issue; Access; assigned David.,4/4/2024,4/6/2024,David,2024-04-04T07:26:00
312,21140f94,Medium,Open,Security,Software install request,Medium priority: Software install request (Security).,5/10/2024,5/14/2024,David,2024-05-10T12:43:00
313,a83093d8,Low,Open,Network,VPN problem,Low - VPN problem. Assigned: Frank.,3/4/2024,3/9/2024,Frank,2024-03-04T01:17:00
314,90c1f029,Critical,Open,Access,Software install request,Critical - Software install request. Assigned: Eve.,2/5/2024,2/11/2024,Eve,2024-02-05T11:16:00
315,d0eca3f7,Critical,Closed,Hardware,Login issue,Login issue — Hardware ticket assigned to Alice.,6/2/2024,,Alice,2024-06-02T01:21:00
316,f159879f,Medium,In Progress,Software,Computer slow,Computer slow reported; Grace handling; Medium.,7/27/2024,8/3/2024,Grace,2024-07-27T06:57:00
317,f2ae18c4,High,In Progress,Hardware,Computer slow,Hardware - Computer slow. Priority: High.,1/3/2024,1/12/2024,Bob,2024-01-03T00:03:00
318,c0942d84,Critical,Open,Security,VPN problem,VPN problem (Security) — ticket c0942d84.,3/26/2024,3/27/2024,Bob,2024-03-26T06:52:00
319,93d43163,Medium,In Progress,Network,Login issue,Network - Login issue. Priority: Medium.,6/8/2024,6/11/2024,Frank,2024-06-08T01:16:00
320,bc27165f,Medium,In Progress,Network,Email not working,Help Bob with Email not working (Network).,1/20/2024,1/25/2024,Bob,2024-01-20T16:42:00
321,c40fe489,Medium,In Progress,Network,VPN problem,Grace to resolve VPN problem in Network.,5/11/2024,5/19/2024,Grace,2024-05-11T11:25:00
322,d8749ffb,Critical,In Progress,Security,VPN problem,VPN problem (Security) — ticket d8749ffb.,8/21/2024,8/24/2024,Grace,2024-08-21T17:59:00
323,482def05,Low,In Progress,Access,Login issue,Access - Login issue. Priority: Low.,3/27/2024,4/2/2024,Alice,2024-03-27T00:12:00
324,662bfb60,Critical,Closed,Software,Email not working,Email not working (Software) — ticket 662bfb60.,7/10/2024,7/10/2024,Bob,2024-07-10T03:07:00
325,197a5ad6,Medium,Open,Access,Login issue,Access issue: Login issue — see ticket 197a5ad6.,1/21/2024,1/23/2024,Grace,2024-01-21T12:47:00
326,6bbb513a,Low,Closed,Network,Login issue,Network - Login issue. Priority: Low.,2/11/2024,2/12/2024,Alice,2024-02-11T05:02:00
327,0d67b4c2,Critical,Closed,Network,VPN problem,Network - VPN problem. Priority: Critical.,4/26/2024,5/5/2024,David,2024-04-26T01:16:00
328,321cdc49,High,In Progress,Software,Login issue,High - Login issue. Assigned: David.,7/24/2024,,David,2024-07-24T03:53:00
329,eedb640c,Critical,In Progress,Security,VPN problem,Help Bob with VPN problem (Security).,3/23/2024,3/23/2024,Bob,2024-03-23T08:44:00
330,bdd42129,Medium,Open,Access,Email not working,Medium - Email not working. Assigned: David.,7/18/2024,7/19/2024,David,2024-07-18T16:02:00
331,fddac731,Medium,Open,Network,Software install request,Medium priority: Software install request (Network).,1/16/2024,1/22/2024,Frank,2024-01-16T16:06:00
332,04ec2ab8,Low,Closed,Security,Email not working,Email not working; Security; assigned David.,9/14/2024,9/23/2024,David,2024-09-14T19:33:00
333,42edcbc8,High,In Progress,Security,Software install request,High priority: Software install request (Security).,4/23/2024,5/1/2024,Bob,2024-04-23T14:07:00
334,9f2d7ca4,High,Open,Hardware,Software install request,High priority: Software install request (Hardware).,10/5/2024,10/15/2024,David,2024-10-05T17:29:00
335,79653173,Critical,Closed,Hardware,Software install request,Hardware - Software install request. Priority: Critical.,8/30/2024,9/8/2024,Alice,2024-08-30T07:15:00
336,0b15f678,Critical,Open,Security,Software install request,Critical priority: Software install request (Security).,9/12/2024,9/17/2024,David,2024-09-12T01:53:00
337,3f04f7af,Low,Closed,Access,Software install request,Alice to resolve Software install request in Access.,7/29/2024,7/31/2024,Alice,2024-07-29T22:13:00
338,193a63ab,Medium,Closed,Access,Login issue,Medium priority: Login issue (Access).,7/18/2024,7/21/2024,David,2024-07-18T20:53:00
339,6f9cc60a,High,In Progress,Security,VPN problem,Eve to resolve VPN problem in Security.,1/27/2024,1/29/2024,Eve,2024-01-27T13:53:00
340,957d1ed9,Low,In Progress,Security,Email not working,Security issue: Email not working — see ticket 957d1ed9.,6/23/2024,7/1/2024,Bob,2024-06-23T13:08:00
341,30fe485c,Low,In Progress,Access,Login issue,Login issue (Access) — ticket 30fe485c.,2/9/2024,2/11/2024,Carol,2024-02-09T03:35:00
342,b7392097,Low,Open,Security,Email not working,Email not working; Security; assigned Eve.,8/11/2024,8/19/2024,Eve,2024-08-11T06:28:00
343,1986c400,High,In Progress,Hardware,Login issue,Login issue reported; Grace handling; High.,5/24/2024,,Grace,2024-05-24T07:39:00
344,2f897c37,Low,Closed,Access,Login issue,Low priority: Login issue (Access).,3/4/2024,3/11/2024,David,2024-03-04T18:51:00
345,89100397,Medium,Resolved,Hardware,Login issue,Medium - Login issue. Assigned: Bob.,7/21/2024,7/27/2024,Bob,2024-07-21T03:40:00
346,178a798b,High,In Progress,Hardware,Computer slow,Hardware issue: Computer slow — see ticket 178a798b.,2/22/2024,3/4/2024,David,2024-02-22T18:09:00
347,a322dc7c,High,Open,Access,Email not working,Help Grace with Email not working (Access).,5/13/2024,,Grace,2024-05-13T04:32:00
348,beb2ec0e,Low,In Progress,Network,Email not working,Low - Email not working. Assigned: Eve.,1/21/2024,1/31/2024,Eve,2024-01-21T21:09:00
349,1965bde7,Medium,Closed,Access,Computer slow,Computer slow — Access ticket assigned to Carol.,9/3/2024,9/11/2024,Carol,2024-09-03T03:04:00
350,3d34b2e0,Medium,Resolved,Access,Computer slow,Computer slow reported; Bob handling; Medium.,1/24/2024,,Bob,2024-01-24T00:50:00
351,67f39ef1,Low,Open,Security,Login issue,Low priority: Login issue (Security).,8/6/2024,8/7/2024,Alice,2024-08-06T07:56:00
352,7ac830f9,Critical,Closed,Software,Login issue,Login issue — Software ticket assigned to David.,3/19/2024,,David,2024-03-19T07:49:00
353,787b3e73,High,In Progress,Security,Email not working,Email not working — Security ticket assigned to Carol.,6/13/2024,6/17/2024,Carol,2024-06-13T13:00:00
354,d422a154,Medium,In Progress,Software,Software install request,Medium priority: Software install request (Software).,3/10/2024,3/11/2024,Eve,2024-03-10T06:10:00
355,cfdd4c29,Critical,In Progress,Hardware,Software install request,Software install request (Hardware) — ticket cfdd4c29.,2/8/2024,,Bob,2024-02-08T15:20:00
356,b4713cdf,Low,Resolved,Hardware,VPN problem,Hardware issue: VPN problem — see ticket b4713cdf.,3/27/2024,4/5/2024,Grace,2024-03-27T00:38:00
357,83849255,Low,Resolved,Security,Login issue,Low - Login issue. Assigned: David.,9/6/2024,,David,2024-09-06T02:53:00
358,8c2cf21d,High,Closed,Software,Software install request,Grace to resolve Software install request in Software.,8/29/2024,,Grace,2024-08-29T08:43:00
359,ab2135e6,High,Closed,Security,Email not working,High priority: Email not working (Security).,6/12/2024,6/14/2024,Frank,2024-06-12T12:45:00
360,bddc634c,High,In Progress,Access,Computer slow,Access - Computer slow. Priority: High.,9/29/2024,10/5/2024,Carol,2024-09-29T14:05:00
361,66de825d,Medium,In Progress,Security,Computer slow,Bob to resolve Computer slow in Security.,3/5/2024,3/15/2024,Bob,2024-03-05T21:33:00
362,dcb1915f,High,Closed,Hardware,Login issue,Help Eve with Login issue (Hardware).,6/13/2024,6/20/2024,Eve,2024-06-13T13:26:00
363,fe81cf63,Critical,Resolved,Hardware,Login issue,Critical priority: Login issue (Hardware).,8/30/2024,9/3/2024,Eve,2024-08-30T02:59:00
364,b689f72b,Medium,Resolved,Security,Login issue,Login issue; Security; assigned Grace.,10/26/2024,11/3/2024,Grace,2024-10-26T03:33:00
365,a566f71f,Critical,Open,Network,Computer slow,Computer slow reported; Frank handling; Critical.,1/5/2024,1/9/2024,Frank,2024-01-05T07:20:00
366,33e3f998,Low,In Progress,Security,Email not working,Low - Email not working. Assigned: David.,3/31/2024,4/3/2024,David,2024-03-31T02:09:00
367,8ede74d8,High,In Progress,Network,Email not working,High priority: Email not working (Network).,1/24/2024,1/26/2024,Carol,2024-01-24T21:35:00
368,15de4d32,Medium,Resolved,Software,Computer slow,Frank to resolve Computer slow in Software.,4/20/2024,4/28/2024,Frank,2024-04-20T22:01:00
369,de0e7f9d,Low,Resolved,Network,VPN problem,Help David with VPN problem (Network).,5/3/2024,5/9/2024,David,2024-05-03T11:50:00
370,093aff95,Critical,In Progress,Software,Software install request,Frank to resolve Software install request in Software.,7/4/2024,7/9/2024,Frank,2024-07-04T19:09:00
371,62e32f7e,Low,Open,Access,Email not working,Email not working — Access ticket assigned to Eve.,1/22/2024,2/2/2024,Eve,2024-01-22T11:17:00
372,a6c5df71,Critical,In Progress,Access,Login issue,Critical priority: Login issue (Access).,2/17/2024,2/21/2024,Grace,2024-02-17T00:30:00
373,c91ed5d5,Critical,Open,Access,VPN problem,Help Frank with VPN problem (Access).,6/29/2024,,Frank,2024-06-29T22:58:00
374,48e4b582,Medium,Closed,Access,VPN problem,Medium - VPN problem. Assigned: Frank.,9/22/2024,9/30/2024,Frank,2024-09-22T01:47:00
375,f05b803d,Critical,Open,Hardware,Software install request,Software install request — Hardware ticket assigned to David.,2/7/2024,2/17/2024,David,2024-02-07T13:05:00
376,844f79a8,Medium,Resolved,Security,Email not working,Medium priority: Email not working (Security).,3/5/2024,3/8/2024,Grace,2024-03-05T15:30:00
377,dbdb31f9,High,Resolved,Hardware,Email not working,Hardware - Email not working. Priority: High.,7/23/2024,7/29/2024,Alice,2024-07-23T07:19:00
378,6d786287,Low,In Progress,Network,Software install request,Software install request; Network; assigned Grace.,3/14/2024,3/24/2024,Grace,2024-03-14T23:48:00
379,039d5c4a,High,Open,Hardware,Email not working,Help Grace with Email not working (Hardware).,5/24/2024,6/1/2024,Grace,2024-05-24T20:33:00
380,c7470b34,Low,Open,Software,Computer slow,Low priority: Computer slow (Software).,7/7/2024,7/11/2024,Carol,2024-07-07T00:49:00
381,a0fcdbd7,High,Resolved,Access,Email not working,Access - Email not working. Priority: High.,7/11/2024,7/21/2024,Eve,2024-07-11T10:30:00
382,6a8245fe,Medium,Open,Network,Software install request,Software install request (Network) — ticket 6a8245fe.,1/6/2024,,David,2024-01-06T06:58:00
383,78c679ee,High,In Progress,Access,Computer slow,Computer slow — Access ticket assigned to Grace.,3/25/2024,3/28/2024,Grace,2024-03-25T10:36:00
384,5a17f3af,Medium,Resolved,Security,VPN problem,VPN problem (Security) — ticket 5a17f3af.,3/13/2024,3/23/2024,Alice,2024-03-13T19:33:00
385,f7182547,High,Open,Network,Computer slow,High priority: Computer slow (Network).,9/3/2024,9/11/2024,Bob,2024-09-03T18:56:00
386,ac9ee313,High,Closed,Access,VPN problem,High - VPN problem. Assigned: Alice.,1/12/2024,1/21/2024,Alice,2024-01-12T05:27:00
387,cfb96639,Medium,Closed,Hardware,Email not working,Medium priority: Email not working (Hardware).,3/27/2024,4/4/2024,Grace,2024-03-27T21:31:00
